RMSD,Area,ED,Energy,SS,ResidueLength,PairNumber
0,12445.6,80724,-6302,143,266,3627
2,6340.12,3518.47,114.04,17,101,206
5,17761.9,84880.5,1574,79,340,3632
0,22892.3,222066,-11301,209,426,7838
3,5781.25,2538.09,333.96,11,81,169
5,12243.3,79012.1,291.427,37,252,3882
1,3787.7,1212.85,-804.03,9,55,88
1,5486.91,4740.29,-303.673,21,85,343
0,11531.3,45643,-6339.66,150,273,2061
5,4581.07,545.303,114.95,23,65,35
4,4190.82,3035.82,-479.83,30,65,202
4,9457.11,36538.1,-4076.58,29,196,1997
1,3218.35,571.267,-608.76,3,51,45
0,5684.12,875,-937,10,73,64
4,5526.45,1115.11,-1052.1,6,57,76
1,4771.77,2836.08,-1201.9,120,77,244
0,16375.7,91296,-6837,70,305,3140
5,4634.78,1504.75,-1030.7,6,70,131
0,16649,180424,-10480,50,356,6857
3,9210.27,16938,-1397.66,25,142,844
5,8995.02,16482.2,49190.8,49,160,976
4,3545.08,538.387,-608.38,15,43,52
3,9058.56,24049.4,11837.3,106,154,1252
5,12077,68227,2511.1,57,201,3289
2,13951.4,135890,-3223.05,204,279,5626
4,6687.47,8010.1,-2750.1,6,106,549
3,13088.1,81948.6,4294090000,145,252,3882
5,7971.15,10921.5,149644,124,124,588
1,6332.12,4789.78,-2036.6,15,107,319
5,4137.59,2193.84,-495.65,26,63,184
4,14723.8,80178.8,836.946,282,320,3466
5,5003.6,1321.81,180.36,13,59,101
5,8790.51,28364.5,-1413.58,114,132,1513
0,8096.65,13960,-2420,35,178,812
1,4981.06,1141.92,-765.732,33,66,87
4,3756.74,552.848,-610.99,5,43,52
4,23920.1,279875,-10731.8,288,540,8870
5,3601.5,584.881,-87.544,17,43,52
4,9204.66,11260.3,1258.51,37,156,654
0,5025.06,3938,-2767,5,90,271
1,6211.13,7810.22,-1993.2,23,102,517
4,11895.4,32151.2,17956.8,166,203,1580
4,22731.1,282795,-4580.27,60,468,9276
3,10794.4,132319,-6067.96,177,279,5626
3,12878,41536.2,-2489.78,41,278,1938
3,9708.09,30767.9,-1831.61,37,171,1747
5,3499.45,604.177,-187.12,15,43,52
0,13759.7,79688,-5038,70,283,3298
5,13705.9,71196.3,140766,61,325,3143
0,8608.53,23982,-4126,20,156,1309
0,6910.29,13650,-2795,19,119,846
0,15793.8,193095,-6398,17,353,6647
2,7839.69,9287.59,11271.4,91,138,554
4,12523.9,95680.7,809001,183,273,4429
2,6841.81,5096.65,-1381.04,42,79,292
0,17228.7,230844,-8095,94,419,8352
3,10203,30253.8,-793.187,45,171,1747
2,8379.39,9499.81,-2159.55,203,130,490
4,17342.9,217739,-2397.19,258,336,8195
5,11388.3,32465,3280.7,65,210,1213
0,9386.98,7653,-2669,29,128,426
5,4645.04,2952.7,-244.89,18,65,202
3,13788.3,91307.9,-2004.89,226,254,3885
4,5862.08,12988.2,-987.92,9,103,883
0,18259.5,159913,-10229,50,390,5968
0,27170.9,629448,-12993,138,674,18282
2,4171.18,6348.41,162.29,18,68,481
4,12332.5,60063.4,368319,198,214,2600
3,11998.8,78029.1,1674.34,37,252,3882
3,4260.11,2563.91,-905.71,18,65,202
3,8112.5,9607.71,7486540,202,130,490
2,11418.2,55988.9,1880.16,176,209,2967
0,7256.68,12383.9,-2613.83,27,123,725
0,13588.7,102517,-6310,87,306,4342
0,19601.5,269771,-10686,223,440,7593
1,5501.32,2000.05,-1146.2,8,77,165
5,4618.16,2963.56,-923.96,23,65,202
4,6019.8,5190.26,-355.54,74,86,367
5,3472.31,548.106,-261.3,14,43,52
5,9561.79,39725.7,-4204.5,107,207,1995
3,8515.21,20863.4,379.11,39,143,1203
5,11364.4,43360.2,-4588.2,148,223,2059
5,3619.67,564.877,-53.308,15,43,52
2,8685.76,18484.1,-4925.7,16,146,891
5,5626.48,1088.05,-1581,10,57,76
2,6839.38,13436.8,-764.473,181,96,804
5,12523.7,32763,1692,48,210,1213
2,5414.3,4784.9,-1029.47,19,85,343
4,4766.1,2817.27,-941.27,17,65,202
2,4911.31,2017.27,-97.223,5,75,165
3,13149.5,72536.3,-1331.35,34,262,3211
2,12674.9,85258.9,-3577.4,53,291,3799
0,15496.8,128042,-8414,251,325,5739
3,5249.24,1743.95,-974.45,5,70,131
5,3449.2,657.678,234.64,4,31,53
5,4361.89,547.789,312.63,28,65,35
3,7341.2,13947.7,-1535.2,26,120,809
3,13192.1,138812,-5526.01,174,279,5626
3,12301.7,78689.3,-627.038,41,252,3882
0,10895,22033,-3578,24,229,1072
3,5677.8,3371.57,3299.36,16,71,249
0,21625.9,333010,-11069,101,415,9262
4,4428.5,6249.61,227.28,21,67,481
3,15817,81124.3,-1880.59,130,223,2059
3,8720.32,38743.2,20288.9,76,196,1885
1,3701.19,2056.84,-1956.1,4,63,184
3,20611.4,255503,311861000,267,540,8870
3,8458.13,8867.61,2613.1,36,144,553
0,6202.74,5452,-1868,40,98,345
0,5229.85,2314,-2097,7,81,184
5,21461.9,410443,5141.88,95,471,14125
3,8680.76,11955.7,-951.815,124,136,619
4,5377.99,1010.6,-1513,6,57,76
5,6162.4,3975.37,1055,32,100,294
2,14984.3,91043.9,-560.154,222,254,3973
5,15072.6,94854.9,1733.34,252,294,4249
4,13758.7,51414.7,-2396.99,225,262,2394
5,4598.28,2373.87,637374,185,54,165
0,18202,217802,-10080,64,399,8339
0,11925.6,72178,-6043,38,272,3296
4,9228.01,11704.5,-171.969,123,136,619
0,6868.97,7683,-2745,37,116,517
2,6189.07,5265.5,-739.11,9,105,371
3,7192.89,12446.7,-927.639,141,123,726
4,4495.83,6334.02,-141.06,11,67,481
3,13932.8,51380.5,30160100,157,288,2334
0,11086,45950,-4715,28,206,2194
1,12278.2,69048.8,-813.691,199,247,3373
3,5973.8,4038.58,-93.46,12,100,294
5,3976.88,693.658,49.508,17,58,43
3,9773.44,38231.6,-2105.05,36,180,2054
2,3913.73,1455.22,-789.979,159,52,133
5,7586.93,6917.85,-645.434,166,108,428
3,10211.4,34065.5,465.367,199,208,1691
0,5266.77,2930,-2285,13,75,187
3,6007.12,13176.7,-1339.7,15,103,883
4,5623.14,3414.74,-1424.32,59,86,205
0,7780.57,13795.4,-3030.68,40,170,771
3,16887,161761,-975.174,225,352,6744
4,9442,28657.4,-2838.81,42,156,1364
3,7465.55,8661.5,-906.723,8,95,543
3,11812.7,33824.6,2808.2,52,210,1213
4,6805.4,6523.96,-898.205,86,95,372
5,4150.28,2675.91,-119.66,24,62,222
4,6589.94,7229.24,-1095.6,16,118,426
4,13343.8,80311.4,-5846.92,40,272,3539
3,13510,142606,1274.95,211,308,6057
5,5014.16,2145.03,-527.56,12,75,165
1,14733.3,102065,-3290.4,52,283,3965
0,12188.7,16295,-4090,184,186,524
4,4132.87,6564.74,-339.69,24,68,481
5,3991.26,697.266,-241.57,14,58,43
5,6382.26,5518.18,-1756.32,82,86,367
3,16008.2,157288,2598.5,104,310,6737
0,6816.35,9614.83,-2804.51,10,123,621
0,13326,118648,-6901,57,307,5214
5,4308.79,6337.81,826.31,15,67,481
1,6884.72,12508.8,-1241.52,7,123,726
4,15480.5,75724.6,1454.51,256,336,3302
0,7399.73,13363,-2796.53,86,137,769
4,11258.5,31800.9,-419.217,40,203,1580
1,4424.63,1782.54,-692.62,7,66,164
0,13366,71552,-4972,63,251,3130
5,3701.94,442.917,-616.47,3,36,35
1,5376.42,4006.38,-509.36,12,85,267
5,3745.59,2144.58,-205.55,12,43,161
0,8127.91,8845.78,-2963.47,132,136,521
4,3706.02,553.52,-525.3,5,43,52
2,11650.2,36852.9,-5137.11,131,234,1581
0,15402.3,124884,-7913,344,301,4916
1,3787.84,1197.58,-740.33,9,55,88
0,6747.89,8166,-1481,41,127,550
2,8452.17,9496.1,-2351.19,200,130,490
0,6494.4,9705,-1880,16,114,620
0,20688.1,162818,-10958,111,420,5230
2,8461.08,11997.5,-1629.99,120,128,693
2,4811.69,2713.59,1286.74,102,67,224
5,3793.62,424.792,670.28,11,54,28
5,4328.99,2728.26,-1260.9,30,63,184
4,3738.18,371.344,863.27,11,54,28
4,4750.72,1979.85,-880.44,3,75,165
4,9158.24,20290,-2791.91,171,163,1162
0,23798.5,409224,-14081,105,552,12996
3,6638.33,10333.6,-1249,23,109,689
2,12998.7,134743,-2584.46,58,279,5626
4,3367.45,665.769,170.98,4,31,53
3,9336.5,29214.2,21389.3,32,179,1626
1,6921.6,7784.74,-2512.6,11,117,427
5,4542.39,6445.18,1009.6,13,67,481
0,8553.85,11848.7,-2363.99,209,117,519
3,9335.32,37582.3,-2122.42,37,180,2054
2,4290.56,494.527,339.47,21,65,35
0,12973.2,50791,-6804,151,288,2328
3,5889.18,7151.62,144.022,50,104,457
0,17365.3,123870,-7688,58,309,4251
2,6334.6,5014.09,-1788.2,13,87,322
3,13571.3,49574.5,-1701.19,135,215,2188
3,9460.1,17590.5,-2265.89,152,172,973
2,8388.05,9533.37,-3019.8,183,135,587
2,11981.9,33423.9,1318.5,41,210,1213
2,8716.47,20154.6,-2442.25,100,163,1162
5,10574.9,19986,-904.094,20,157,1113
4,5767.51,2531.97,448.15,7,81,169
4,4092.77,708.874,-358.1,16,58,43
0,13440.7,47276,-4723,158,205,1362
0,3474.86,1359.07,-593.958,2,40,100
0,17043.6,136879,-6925,47,344,5211
4,15354.8,178483,2638.61,65,367,7087
3,15503.6,59527.6,-1351.23,136,215,2188
3,4427.91,2050.91,305.2,10,75,165
4,4750.21,1284.04,-1291.7,20,66,101
4,9494.57,22472.5,-953.476,216,145,1156
5,19872.8,271426,3601.47,340,420,9137
0,14883.9,113041,-8358,37,311,4910
0,13742.2,144015,-4812.36,200,248,5018
4,26905.2,533968,116459000,247,540,18067
5,10999.7,23324.3,10449.9,39,176,1313
4,12260.2,55052,-2957.2,50,220,2461
3,4266.73,2746.17,-704.28,27,65,202
4,15554.1,75436.5,47516.6,261,336,3302
0,7326.25,6728,-3337,12,114,428
2,12633.9,73636.8,-1830.08,28,249,3630
3,3749.32,497.421,-930.57,2,36,35
5,4346.86,569.883,586.03,26,65,35
0,15277.1,107642,-10052,244,357,4623
5,5534.15,2974.59,-646.62,7,65,202
4,4405.51,2314.44,-239.18,4,61,184
5,4641.5,1652.93,-1063.7,4,70,131
3,7467.5,14101.5,-2206.23,100,140,845
3,6644.73,7318.17,747.25,26,109,432
0,26452,553265,-12980,114,617,16781
1,5903.56,6912.46,-3384,22,92,485
0,7620.4,20031,-3901,66,157,1208
5,6591.64,7155.68,-848.316,107,95,427
2,5508.22,2385.27,1146.1,3,81,169
1,5643.45,3107.48,-1386.2,10,94,224
0,13621.4,161140,-8372,47,325,6619
2,15849.6,137662,1699430000,69,279,5626
4,10225,26340.5,-2307.59,52,214,1469
5,19273.1,196483,14814,155,390,7459
4,6391.95,4406.62,360.25,22,100,294
2,9843.44,38345.8,-2612.71,48,180,2054
3,10642.8,36965.8,357830,213,193,2118
5,15413.7,216620,-4444.45,269,336,8195
2,7604.88,33095.1,16672.1,85,148,1919
3,4316.42,2558.11,-1349.9,15,65,202
0,17112.4,219956,-13390,19,366,8086
0,13672,76606,-4133,34,246,2680
5,3886.69,389.514,1183.8,11,54,28
0,13316.9,90144,-5879,49,277,4151
2,7183.58,4092.19,-1361.31,87,101,249
1,11161.7,41686.5,-3465.21,159,227,2059
2,4275.11,672.754,-811.59,15,58,43
3,12434.6,71880.9,75537.4,186,262,3211
1,3993.25,2194.49,-488.294,51,54,165
3,5748.09,2631.08,304.61,5,81,169
5,5898.65,4147.21,12.645,21,100,294
3,10071.8,37738.3,-713.102,25,193,2118
4,21035.6,411975,-1752.48,94,467,14125
0,8545.74,15570,-3387,29,152,930
3,13172.3,90527,-4731.08,213,254,3885
4,10665.4,17643.2,10978.3,153,172,973
0,7374.56,14058,-3342,91,125,769
1,5033.63,4050.38,-1227.9,11,85,346
5,9051.81,16479.2,-1610.42,50,160,976
4,8767.22,4768.08,66.2224,31,131,271
4,7242.44,14836.3,-1582.86,192,96,804
1,4063.14,1178.93,-57.131,1,59,101
5,12688.8,30547.7,-138.15,44,178,1410
5,9676.31,39751.1,308455,227,159,2181
2,4331.49,973.322,-860.26,4,55,88
5,15924.2,161925,2717.1,102,310,6737
0,17892.2,156781,-7701,90,402,5751
3,18169.6,138783,-8446.61,311,449,5537
3,5862.8,7529.28,-319.59,15,99,583
5,4474.31,727.948,16.714,29,58,43
2,5330.03,4257.61,-1229.93,14,88,292
2,6981.22,13167.1,-711.558,186,96,804
5,4267.54,389.649,1387.7,11,54,28
5,4884.25,530.179,-68.089,22,65,35
4,6517.77,12118.7,1656.48,14,105,765
4,12520.6,56054.2,-2197.81,144,218,2391
4,6767.17,6616.21,9420.81,97,95,427
4,5996.49,5330.85,-1227.06,83,86,367
3,18617.7,178377,24928.4,243,403,6746
2,4095.61,1441.61,1130.62,161,52,133
5,14688.6,83343.4,24102.2,160,223,2822
2,10421.3,44034.7,2130.81,148,197,2257
2,13532.2,55822.4,-4577.32,157,223,2059
0,8675.44,30221,-1765,19,168,1571
3,7599.21,9302.53,953.47,18,130,515
5,6572.89,7283.88,-2698.6,28,92,485
1,3928.2,2188.49,-1164.26,51,54,165
5,16639.9,83804.9,5248,84,340,3632
3,16031.2,90527.4,-6134.2,106,301,3369
3,6989.8,11292.4,40414.2,148,111,651
3,11094.7,56177.3,-790.094,29,209,2967
5,5574.11,4660.9,-1282.53,91,72,340
3,4492.8,2161.91,-1490.3,12,71,188
4,3345.32,628.213,113.97,11,51,45
0,15509.2,176044,-11186,113,338,5638
2,6181.28,5250.52,-1641.6,8,105,371
3,12316.1,55683,7726.97,109,224,2192
5,3755.3,563.831,-458.77,15,43,52
5,14017.1,99227.8,-5407,195,273,4429
4,4403.45,6515.97,-157.23,15,68,481
5,3719.35,508.203,-816.36,1,36,35
4,10709.9,27430.7,49328600,147,172,1412
5,8765.84,17093.5,2420.62,225,133,890
0,15057.5,85240,-7338,65,328,3464
3,14895.5,84297.5,-4170.77,116,223,2059
4,6480,5322.73,490355,106,96,347
2,6246.21,4224.17,-1303.57,85,88,318
2,7431.14,9260.59,-1833.76,89,138,554
5,6166.8,1162.83,-1239.8,7,57,76
2,4085.56,396.905,1325.9,11,54,28
5,5674.03,2494.86,1102.3,8,81,169
5,11102.1,27532.9,286889,47,214,1469
0,12531.9,58910,-6963,52,206,2261
5,5253.95,2149.83,-607.54,9,75,165
4,9829.73,27490.3,-3948.65,65,194,1521
3,3490.54,710.348,106.57,3,31,53
3,5972.08,13055.9,-822.1,14,103,883
5,14446.1,102373,-2225.97,158,273,4429
3,12951.4,60885.6,-2237.92,33,247,2754
2,5686.35,7591.64,-605.034,12,104,457
5,15983.5,159951,1305.9,100,310,6737
4,3787.92,459.049,-842.27,1,36,35
3,15456.4,165029,-1496,47,320,6391
3,3446.82,697.251,-221.77,6,31,53
3,5714.37,7182.89,-1054.15,78,93,545
1,5651.93,2590.23,-3476.9,13,87,166
1,6043.67,5224.07,-979.77,8,105,371
2,14621.6,101775,277058,45,283,3965
5,13837.5,81157.4,493.269,57,272,3539
4,10604.4,28795.7,-1033.64,53,214,1469
0,9180.34,32883,-4972,14,189,1809
3,8157.81,26179.2,-3130.41,35,156,1364
4,9605.61,25791.3,-1073.77,29,174,1415
3,5829.79,7590.62,-314.23,16,99,583
4,11269.7,40163.5,574.835,29,193,2118
5,3435.07,687.88,-353.73,4,31,53
5,13386.9,66155.4,4410.8,33,279,2979
4,13897,96243.6,-2248.08,195,273,4429
4,3327.04,686.378,211.07,2,31,53
4,9761.17,19879,107281,27,157,1113
5,8109.34,12018.1,24310800,27,130,694
4,13170.5,41887.2,-158.296,127,278,1938
3,8091.74,9530.12,629165,30,138,554
4,3265.72,697.895,67.483,5,31,53
3,16294.9,156551,988.26,97,310,6737
4,4223.2,1718.89,-121.11,6,61,134
3,14077.5,91120.2,-2293.69,213,254,3973
2,3998.33,770.556,-2217,12,54,64
3,9107.27,27297.4,-3536.88,120,172,1412
2,8354.29,10575.2,-1373.48,138,139,587
0,7460.16,10315,-3540,67,125,585
3,8774.61,21929.8,794.71,38,143,1203
3,5597.27,7721.43,-1229.2,10,99,583
5,4350.13,715.587,-323.33,20,58,43
5,7914.9,12702.5,-1136.69,117,130,694
4,5784.59,3815.72,-633.861,129,51,132
5,7690.91,14003.4,306.88,21,127,802
3,4143.75,1680.35,-534.14,6,61,134
4,9416.31,11381.2,-337.873,36,156,654
4,4334.58,2752.01,-625.22,54,54,204
3,13165.7,91482.2,-2558.66,218,254,3885
3,6131.04,10362.3,-2079.18,21,109,689
5,4732.69,4157.21,-1044.77,97,72,340
5,9053.71,12279.9,1628.9,32,152,693
5,3729.69,511.031,-674.07,3,36,35
4,8779.94,14303.6,6379,90,140,845
0,8398.54,26080,-3730,32,157,1411
1,6368.01,1900.14,-1104.79,35,71,103
4,20591.9,275656,4343.29,52,420,9137
4,3649.53,711.038,41.98,5,31,53
4,8902.44,12778.7,130.419,122,136,619
5,9165.43,21389.1,-1208.16,97,143,1017
2,17102.4,164441,-6686.8,219,352,6744
4,6038.98,4939.18,-1147.27,112,96,347
0,9244.61,29972,-5500,33,172,1575
0,13678.4,57335,-5957,55,287,2405
0,20352.6,412977,-10304.1,67,470,14125
3,15601.1,155198,1734.3,103,310,6737
4,10421.3,26092.9,3639.18,35,214,1469
5,14667.5,53744.3,1174.73,111,215,2188
0,21687.9,271401,-10382,108,449,7353
2,6446.49,5354.28,-1164.2,13,99,321
3,4414.3,526.592,226.27,22,65,35
4,4630.07,2110.85,370.47,30,75,165
5,3630.31,558.999,-167.71,15,43,52
5,3601.46,500.881,-625.68,3,36,35
1,4267.2,543.673,118.84,22,65,35
2,6120.9,12954.6,-1046.1,13,103,883
5,3735.49,495.974,-818.59,1,36,35
5,3591.61,552.403,135.15,15,43,52
5,4263.09,2533.87,-475.78,28,63,184
5,3738.83,287.321,1736.7,11,54,28
4,10178.9,32119,-713.394,102,176,1922
2,5502.62,4438.66,-1419.18,20,88,292
4,9724.44,39769.8,1766510,104,207,1995
3,5713.88,4005.63,-876.309,83,88,318
4,4734.37,3289.44,-1300.53,150,71,249
3,6648.06,5614.61,-419.66,16,105,371
2,4074.07,700.281,-244.8,8,58,43
5,7342.72,7311.09,-786.802,66,109,486
0,11290,75283,-5918,48,249,3627
5,6898.04,2972.07,508390,1,99,167
0,12015.9,81386,-4906,47,235,3794
0,7659.93,16065,-3086,53,161,930
4,3497.69,579.113,175.71,14,51,45
3,9715.91,38953.1,6510.46,76,196,1885
4,5312.52,4804.23,85735,12,79,342
4,9211.73,13993.7,-672.817,118,148,729
3,4303.86,647.34,-442.09,17,58,43
4,7600.67,15705.7,96125.9,100,134,970
2,21100.1,166408,-9344.77,340,449,5537
0,8600.76,22370,-1212,239,143,1018
0,18052.1,314550,-10434,95,419,11869
0,7161.05,8051.06,-2263.47,102,109,546
2,11479.4,37997.5,-640.518,24,235,1818
3,5040.34,2823.64,-736.65,9,72,205
3,7907.13,13931.9,545.6,27,127,802
0,8880.22,19677,-3487,27,153,938
5,8450.32,20510.6,1666170,126,145,1156
2,5870.16,5220.81,-633.15,8,105,371
4,7546.03,13279.1,355.746,117,170,771
1,6716.2,17154.7,-2473.6,7,128,1065
4,8300.85,16660.5,-67.7442,187,133,890
3,9837.03,23313.1,1221220,120,166,1111
4,3719.74,511.303,-680.55,0,36,35
3,5176.82,4223.71,-529.958,23,79,317
3,7465.83,14268.9,-379.68,13,127,802
2,8015.65,9305.8,-2247.99,183,135,587
0,19272.8,211880,-12631,279,465,7599
0,24246.9,303265,-16011,71,512,9839
3,3461.03,704.21,-299.65,5,31,53
0,6916.11,4539,-2176,4,107,270
4,3714.38,562.463,-495.31,5,43,52
5,15628.8,158303,1883,106,310,6737
2,11413.1,55972.4,468.58,178,209,2967
0,9446.66,25609,-2785,16,151,977
2,6468.34,7525.81,-1639.52,78,93,545
3,12568.4,55272.1,-2259.8,50,220,2461
0,8733.54,44082,-5005,39,188,2188
1,4159.22,1540.79,-872.43,4,55,133
3,5045.95,3015.07,-2312.1,3,65,202
4,8480.1,9161.67,97674900,115,149,549
2,3948.54,2209.99,-1015.4,8,63,184
3,4244.95,2283.95,-411.29,21,63,184
1,4052.88,1320.92,-1158.1,1,57,129
3,6603.14,5069.53,-1069.45,12,99,321
5,4081.98,698.336,-684.55,21,58,43
2,6906.38,4068.85,-2416.57,71,101,249
0,6518.46,17442.3,-3362.7,7,128,1065
2,11160,57923.7,-1396.82,161,217,2904
4,4934.9,3395.31,-887.067,33,71,249
1,5729.31,2585.48,-3444.8,12,87,166
2,4860.41,2863.54,2595.25,112,67,224
1,6898.15,7854.08,-3536.8,11,117,427
5,7999.52,9959.13,-1957.76,21,123,621
4,12820.4,80795.9,2928000,55,252,3882
4,10029,43070.4,-962.508,120,197,2257
5,11503.3,52809,-168.445,132,209,2534
3,4058.03,2335.72,-952.14,17,63,184
3,13594.5,90956,-1887.66,215,254,3885
0,14113.6,127942,-9775,191,300,5011
1,6013.75,15105,-1785.4,15,125,1014
1,5872.35,4784.56,-795.595,21,85,343
1,6134.95,6293.03,-1923,17,108,424
5,13286.5,62631.9,-1746.1,309,233,2897
3,15613.2,155153,3580.1,98,310,6737
5,3733.47,439.797,-919.5,3,36,35
5,4324.69,1273.93,-254.15,15,55,88
3,9932,42738.6,-2163.11,225,159,2181
3,15854.2,166044,-285.954,43,320,6391
3,10601.2,37789.2,-3248.6,28,235,1818
0,9208.81,15635,-2743,11,140,767
5,4542.11,6876.31,119.73,27,68,481
3,4361.25,2259.94,-735.19,16,63,184
1,8522.8,26064.7,-2634.64,33,156,1364
5,14312.6,79326.5,-2970.31,244,336,3302
0,6089.06,4888,-2441,17,90,346
4,12594.3,63545.2,3247.5,49,279,2979
0,15793.5,216990,-9819,44,338,8323
3,20722.9,240262,-10723,291,537,8350
5,10284.1,20613.7,-945.426,29,157,1113
4,8281.29,8526.98,1976.3,41,144,553
4,6605.12,3505.68,59385,32,101,206
2,4014.71,385.936,1043.2,11,54,28
3,9404.15,37924.9,-2450.07,40,180,2054
4,4778.42,1601.77,-1365.7,5,70,131
0,12479.7,98417,-6600,24,249,4152
4,3831.53,562.61,-598.81,5,43,52
4,8907.6,14694,-3037.6,90,143,771
2,16986,162791,-2924.7,250,352,6744
2,4395.68,2656.67,-1280.1,22,65,202
0,8996.56,35056.2,-3728.39,95,191,1582
5,9998.35,33857.8,2004.66,66,199,1696
3,12144.6,36826.1,20720.2,149,225,1755
4,5982.09,4033.59,-645.86,15,100,294
0,6042.7,3197,-3861,15,127,270
1,9072.01,16872.3,63507.8,98,183,931
0,12652.6,81162,-4287,45,263,3299
0,6232.35,5669.95,-2974,18,121,398
2,21120.3,410478,53212.7,56,473,14125
0,11724.8,35923,-4267,74,226,1526
0,4455.79,355.218,-242.751,92,33,20
2,5232.83,4161.48,-965.817,18,79,317
3,15245.1,86195.5,319.331,103,301,3369
5,3977.35,621.273,-28.39,17,58,43
2,11744.3,37936,-1940.05,158,235,1818
5,15609.5,159320,3571.7,116,310,6737
1,3823.17,1224.34,-1110.5,10,55,88
4,3728.58,538.471,-521.04,5,43,52
3,5662.83,2523.39,1.0754,16,81,169
0,4542.28,5311,-2197,18,76,396
4,20116,250425,-12163,281,540,8870
1,4659.24,1988.28,-593.17,19,75,165
2,6167.82,11296.2,-1233.27,23,102,764
2,6051.02,5261.69,-1279.2,8,105,371
4,9495.31,30430,-688.372,41,171,1747
4,4006.4,379.591,1119.8,11,54,28
0,8267.63,27280,-5304,122,159,1628
4,6047.53,7084.12,-1291.19,10,93,545
3,9510.05,39254.3,47641.4,73,196,1885
2,12285.5,73339.7,-2084.89,28,249,3630
3,9921.6,33505.9,-1430.18,119,176,1922
4,3602.59,552.849,-688.63,5,43,52
4,7786.27,4523.08,304.056,105,131,271
1,5688.11,4227.1,-1636.1,17,90,317
4,10201.9,26262.5,140230,31,174,1415
4,3628.31,490.872,-899.34,1,36,35
2,14485.8,59403.4,933.449,151,305,2610
4,3340.29,657.944,-344.88,3,31,53
5,3878.65,689.054,-517.16,3,58,43
4,13879.7,95559.3,3014.88,255,294,4249
0,14151.4,251266,-5729,75,389,10518
0,10603.5,28639,-3634,20,159,1019
0,21416.2,497075,-14524,108,584,15863
0,13376.5,62488,-6093,200,282,2683
3,6575.11,9665.12,-1338.83,23,105,652
0,11157.5,91690,-7129,170,262,4337
5,11087.8,45026.9,-816.573,31,197,2257
3,6330.31,3571.62,1361,20,101,206
4,5407.75,1117.44,-1391.9,3,57,76
2,8933.98,12256.1,13836.9,68,128,693
0,9724.53,39742,-5417,21,177,1803
5,10385.4,22342.6,3421530,101,182,1212
3,5811.94,5853.52,-1126.1,9,89,425
4,4074.73,2469.06,-991.09,24,63,184
2,4066.58,1407.3,-61.3923,157,52,133
1,5458.86,4046.52,-1150.9,12,85,267
2,3238.11,1272.32,-313.271,40,40,100
3,12229.9,48393,1183860,89,166,1414
5,3623.9,351.269,1556.5,11,54,28
3,6015.26,8110.3,-3588.9,11,106,549
2,6650.77,5194.62,21236.3,48,79,292
5,3666.6,478.579,-957.89,3,36,35
2,4606.16,2201.27,-1815.5,12,71,188
3,4390.73,1716.55,-548.08,8,61,134
3,6359.94,10272.8,-1088.08,24,108,689
4,3650.95,536.707,-517.9,5,43,52
5,4068.56,2385.72,-1268.9,17,63,184
4,6959.74,9798.87,1599.7,24,115,547
5,7493.77,27005.9,-1417.93,129,156,1521
4,23101.5,236818,2389.81,289,537,8350
5,10533.2,34107.2,-1106.51,53,176,1922
4,12094.6,29284.1,903.09,47,178,1410
2,5121.83,4281.14,-1382.76,18,79,317
0,9954.57,26379,-3756,22,178,1412
5,3597.44,444.404,-792.46,3,36,35
4,4465.78,2128.56,79.556,26,75,165
4,17508.1,159314,-1226.73,195,359,6068
3,12074.8,52760.8,760.278,153,218,2391
5,6144.87,1112.56,-1025.7,4,57,76
5,4333.4,6524.7,160.55,30,68,481
2,4106.16,2250.05,-889.093,183,54,165
0,7293.31,1720,-2661,28,104,90
0,4533.4,1175,-914,15,62,88
3,13013.7,60956.4,-5304.2,30,247,2754
3,16033.8,164568,-779.863,51,320,6391
5,5696.19,1712.97,-1262.92,173,76,147
4,3781.51,456.319,-618.23,1,36,35
1,6185.98,6313.08,-2230.8,16,108,424
4,12373.1,56627.4,-1174.6,47,220,2461
4,8622.41,12262.6,-2543.41,23,136,619
2,6631.46,4307.54,16467500,46,88,318
4,9151.48,29331.1,-1476.07,149,179,1626
1,8751.26,12132.7,7490.37,144,128,693
4,10118.7,26297.3,901050000,45,172,1412
0,19209.1,269628,-15222,214,429,9549
1,4011.14,657.588,-769.35,9,58,43
1,6763.44,7688.23,-3025.6,10,117,427
0,22296.5,492812,-15125,108,531,15693
3,7693.61,9521.97,-1115.62,99,123,621
5,15815.4,163506,25496.6,50,287,6171
3,10975.4,24451.6,-1963.74,110,166,1111
3,16253,214293,-1278.79,41,336,8195
4,14132.4,80260.5,1191.14,59,272,3539
2,3970.64,2105.89,-1907.5,4,63,184
4,8078.58,13358.3,-779.579,25,132,806
4,3547.86,1463.94,616.743,5,40,100
2,14675.5,89756.4,390674,281,254,3973
3,8322.11,12035.3,-1446.27,64,128,693
3,13239.6,85189.2,-1361.51,64,291,3799
0,17514.8,270319,-9333,310,401,9680
2,5241.34,3422.31,2725.45,2,51,132
3,12196.8,52596.9,-1797.9,148,218,2391
5,14450.3,96190.7,307.667,224,294,4249
1,10658.2,41392.8,-3631.18,160,227,2059
4,9147.13,11445.9,-1242.35,38,156,654
4,9890.44,27276.5,-2639.67,119,172,1412
0,8522.43,29459,-2153,50,161,1683
2,5292.04,3459.11,-776.096,136,51,132
0,14051,240480,-3984,55,308,10216
1,3762.39,1205.36,-722.14,10,55,88
